time;AT;BE;BG;CH;CZ;DE;DK;EE;ES;FI;FR;HR;HU;IE;IT;LT;LU;LV;ME;MK;NL;NO;PL;PT;RO;RS;SE;SI;SK;UK
13.05.2015 09:00;7056.5;11383.1825;3770;7629.71;7933.8;68472.83;4618.42;1010.6;32136;9696.2;53251;2041;5183.015;3412.345;40237;1385;556.5;898;345.4;852;12765;14693.89;20693.33;6320.6;6384;4277;16123;1631.94;3430;43506
13.05.2015 10:00;6912.2;11144.78;3828;7841.86;8041.29;67905.7225;4508.79;1036.2;32946;9637.7;54101;2063;5218.98;3389.135;37928;1404;539;941;349.19;852;12575.75;14531.82;20728.73;6470.9;6483;4314;16124;1653.56;3448;43416
13.05.2015 11:00;6746.5;11100.9575;3797;7387.47;7908.03;67292.63;4485.67;1032.9;33209;9523.4;53177;2024;5173.8825;3386.065;37924;1390;534.25;966;343.25;852;12547;14344.34;20495.88;6388.6;6464;4255;16115;1631.57;3399;43599.5
13.05.2015 12:00;6505;10946.6275;3762;7446.38;7758.47;66340.915;4420.58;1034.5;32305;9452.2;52495;1983;5164.3875;3328.245;39151;1370;561.75;928;338.64;852;12360.5;14165.61;20276.28;6386.6;6401.69;4158;15971;1565.6;3374;43107.5
13.05.2015 13:00;6475.8;10883.805;3734;7330.6;7799.29;64407.3475;4263.64;1008.3;31883;9379.8;50723;1937;5216.375;3267.255;39547;1334;549.25;931;334.26;852;12193.5;13978.17;20023.23;6590.6;6322;4052;15567;1566.5;3345;43054
13.05.2015 14:00;6424.6;10768.43;3709;7137.49;7674.34;62031.6575;4210.85;975.9;32098;9480.1;49172;1905;5167.765;3281.665;39893;1294;545.5;909;328.22;852;12121.75;13784.54;19727.33;6547.2;6240;4048;15191;1523.05;3285;42166.5
13.05.2015 15:00;6613.2;10631.4975;3819;6866.2;7519.25;61703.9375;4327.92;944.5;32472;9512.9;48167;1893;5071.975;3309.655;38746;1283;538.5;885;327.14;852;12225.5;13631.3;19255.75;6510.6;6234;4001;15371;1565.79;3218;43116.5
13.05.2015 16:00;6382.8;10426.43;3965;6714.25;7333.02;61364.7075;4275.12;917.7;31987;9550;48437;1885;4986.7575;3395.27;37472;1266;539.25;870;330.95;852;11643.5;13600.14;19076.75;6315.3;6332;4042;15544;1551.56;3195;43411.5
13.05.2015 17:00;6335;10106.4975;4135;6585.21;7398.77;60646.6475;4032.41;898.1;31554;9497.5;48174;1937;4999.4825;3345.56;37272;1256;523;860;344.95;852;11219.75;13587.75;19393.48;6179.9;6636;4169;15383;1660.16;3292;42857.5
13.05.2015 18:00;6224;9687.81;4302;6369.8;7421.9;58413.3625;3849.41;892.6;31447;9198.1;46334;2145;5179.7125;3186.555;37977;1254;488.25;852;384.19;852;10832.25;13419.85;20199.58;6215.5;7082;4816;15059;1732.61;3400;42139
13.05.2015 19:00;5924.1;9662.4575;4110;6278.42;7233.57;56912.9825;3715.57;870.6;31997;9265.4;45951;2170;5039.5775;3078.59;37141;1186;481.5;825;377.28;852;10736.75;13344.74;19729.98;6231.4;6656;4848;14836;1626.86;3324;36140.5
13.05.2015 20:00;5547.6;9966.905;3797;6394.23;6843.3;53484.455;3498.72;783.9;30455;9028.8;47884;2035;4709.74;3106.525;33532;1040;493;725;355.44;852;10485.5;13262.28;18156.6;6382.7;5949;4529;14274;1499.83;3102;40461
13.05.2015 21:00;4928.4;9649.0675;3372;6313.76;6406.51;48890.31;3162.68;715.6;28098;8456.1;48948;1768;4503.5075;3085.65;30439;942;454.5;654;330.65;852;9707.25;12968.9;16624.15;5987.4;5553.88;4083;13356;1369.05;2950;39001
13.05.2015 22:00;4805.5;8960.43;3079;5890.59;6131.72;44904.2725;2910.5;683.5;26430;8135.9;44979;1497;4181.8125;2712.29;27672;888;424.25;629;312.53;852;8664.75;12526.54;15588.73;5477.4;5321.85;3577;12599;1264.9;2812;34556
13.05.2015 23:00;4279.7;8460;2954;5775.49;6150.7;42551.58;2751.71;662.1;24909;7854.8;41532;1356;3995.9725;2483.555;26008;864;399.5;609;279.56;852;7940.75;12174.95;14959.88;5041;5167.46;3135;12174;1197.65;2702;30575.5
14.05.2015 00:00;4080.8;8016.275;2907;5868.73;6028.48;41139.3;2670.73;655.9;23836;7691.5;39730;1308;3772.495;2325.4;25060;855;392;598;252.67;852;7581.5;12074.21;14702.2;4743.5;5163.25;2867;12154;1164.3;2626;28018.5
14.05.2015 01:00;3571.4;7927.3775;2918;5779.19;5887.71;40762.8475;2649.95;643.5;23525;7663.5;36868;1290;3719.21;2199.23;24721;854;393.75;601;240.8;852;7419.25;12175.31;14684.65;4585.2;5245.23;2772;12308;1163.51;2644;27297
14.05.2015 02:00;3741;7803.885;3024;5576.78;5898.84;40642.77;2655;644.2;23233;7553.4;35195;1318;3790.3625;2142.835;24888;881;392.25;579;243.1;852;7345.25;12080.25;14484.13;4508.6;5317.3;2798;12168;1170.35;2668;26450
14.05.2015 03:00;3658.6;7659.8575;3368;5226.54;6108.41;39655.995;2649.84;756.9;23528;7823.1;34881;1365;4004.735;2152.23;25800;1062;381.5;660;228.61;852;7287.25;12145.58;14711.48;4506.6;5523.09;2849;12233;1267.14;2765;25825.5
14.05.2015 04:00;3947.3;7682.7025;3681;5222.36;7094.47;39114.5375;2807.81;893.9;25254;8055.5;34744;1609;4650.055;2182.225;28396;1244;324.5;801;268.88;852;7318;12409.82;17265.28;4492.2;6140.58;3321;12486;1468.43;3106;25799.5
14.05.2015 05:00;4385.5;7969.14;3915;5319.77;7652.07;42039.095;3157.79;993.4;27548;8141.5;36035;1873;5018.2175;2336.315;33680;1356;322.5;917;307.3;852;7827.25;12809.77;19255.93;4512.1;6476.81;3872;13136;1453.12;3310;29280
14.05.2015 06:00;4705.7;8356.84;4000;5194.66;7885.93;45821.84;3449.84;1030.3;30033;8359.8;38516;1983;5090.98;2856.32;38451;1399;343.25;978;331.94;852;8527.5;13274.29;20060.4;5047.4;6672.57;4118;13731;1482.23;3442;36855.5
14.05.2015 07:00;4849.7;8686.8525;3941;5302;7997.04;48501.1;3589.79;1025.1;31556;8593.3;41285;2011;5172.105;3317.4;40379;1403;363.75;987;340.98;852;9187.25;13726.47;20447.7;5817;6715.64;4175;14245;1479.74;3506;41945
14.05.2015 08:00;5068.3;8933.9575;3948;5548.58;7938.34;49782.42;3655.77;1017.5;32399;8702.2;43141;2006;5187.53;3443.82;40772;1394;380.25;969;346.22;852;9517.75;13866.58;20465.08;6077;6666.32;4127;14444;1478.37;3489;43492
14.05.2015 09:00;5214.8;9244.605;3917;5701.33;8004.27;51135.485;3617.26;997.8;33125;8662.6;44737;2070;5211.495;3439.365;40709;1375;415.75;923;344.84;852;9585;13791.84;20706.53;6185.7;6608.98;4219;14436;1529.86;3473;44605.5
14.05.2015 10:00;5009;9315.8875;3951;5830.06;8069.57;50269.67;3547.96;1018.3;33941;8631.3;46992;2083;5220.9575;3468.955;38727;1385;416.5;943;342.8;852;9533;13553.93;20737.25;6274.6;6720.66;4223;14321;1531.19;3480;45436
14.05.2015 11:00;4600.5;9155.655;3917;5881.19;7977.02;48394.8475;3443.23;1003.5;34143;8519.1;45403;2041;5156.015;3494.845;38582;1379;404.25;963;341.04;852;9296.25;13534.5;20706.8;6101.5;6648.6;4144;13975;1541.55;3453;45787.5
14.05.2015 12:00;4520.6;8876.5925;3931;5790.96;7837.15;47001.06;3342.21;991.1;33101;8479.8;43439;1982;5149.9525;3454.755;39625;1355;404;950;334.12;852;9066;13353.78;20461.23;6099.6;6499.93;4059;13718;1481.89;3394;45238.5
14.05.2015 13:00;4593.4;8790.9125;3818;5722.68;7880.17;45878.2125;3308.1;966.1;32782;8491.8;41602;1924;5148.0825;3396.43;39816;1311;396.25;935;330.2;852;8950.75;13247.59;20189.45;6256.4;6386.95;4018;13829;1578.33;3338;44572
14.05.2015 14:00;4648.6;8854.11;3757;5720.27;7732.77;44974.77;3332.94;938.6;32995;8481.4;40562;1890;5068.2575;3422.63;39585;1271;394.75;888;327.15;852;9107.75;13147.19;19868.38;6213.9;6408.27;3986;13835;1605;3305;44230.5
14.05.2015 15:00;4807.5;9069.9825;3829;5544.38;7598.67;45735.2125;3602.02;924.2;33024;8457.7;40676;1878;4982.4525;3469.205;38647;1255;414.5;874;326.46;852;9698.5;13061.09;19558.98;6193;6366.83;3957;14338;1562.15;3257;45020
14.05.2015 16:00;5009.8;9250.6425;3941;5639.51;7384.43;47224.3625;3622.61;904.8;32495;8571.6;42223;1861;4867.605;3567.04;37239;1240;429.25;851;328.8;852;9905.25;13244.02;19337.15;5998.1;6477.33;4027;14279;1593.78;3204;46281
14.05.2015 17:00;5291.8;9273.53;4120;5708.44;7446.59;47577.035;3452.72;885.1;31916;8544;43885;1945;4842.3375;3542.76;37466;1226;426.25;855;339.15;852;9756;13241.96;19587.23;5902.6;6752.28;4242;14249;1650.56;3261;45841
14.05.2015 18:00;5387.9;9084.3475;4146;5653.25;7423.67;47546.8525;3312.04;876.9;31598;8299.6;43362;2108;5015.34;3397.625;38084;1231;424.75;848;380.64;852;9608;13264.09;20246.53;5925.2;7085.1;4665;14244;1520.91;3380;44792
14.05.2015 19:00;5256.8;8979.67;3901;5700.27;7262.79;48334.585;3257.22;869.9;32293;8709.1;43392;2115;4908.8825;3258.81;37500;1181;436.25;829;376.58;852;9712;13387.01;19866.43;6029.1;6701.64;4653;14269;1444.09;3296;43495.5
14.05.2015 20:00;5177.2;9273.8775;3633;6008.68;6887.34;47208.935;3164.17;800.5;30766;8819.2;45579;2026;4613.1925;3215.59;33722;1037;451.5;742;358.99;852;9694.75;13487.28;18383.63;6269.3;6002.71;4353;14027;1485.53;3108;42452.5
14.05.2015 21:00;4378.8;8934.6225;3335;5942.49;6532.81;43758.28;2946.06;728.8;28123;8372.8;46967;1781;4403.7675;3166.39;30646;943;421.75;671;332.13;852;8987.25;13188.01;16819.78;5911.6;5489;3930;13429;1337.21;2983;39915
14.05.2015 22:00;4200;8370.615;3099;5662.51;6139.86;40701.4975;2707.96;693.6;26377;7971.5;43711;1540;4139.745;2808.59;27867;894;387.75;628;296.91;786;8191;12652.22;15744.8;5378.8;5274;3494;12660;1256.27;2850;35220
14.05.2015 23:00;4151;7964.8425;3000;5663;6116.02;38922.5175;2566.7;680.3;24858;7795.8;41021;1408;3954.745;2575.765;26167;868;369;609;261.45;698;7598.75;12372.48;15166.68;4971.8;5162;3121;12362;1205.73;2733;31316.5
15.05.2015 00:00;4225.8;7709.2225;2922;5653.34;6009.02;37827.3875;2519.99;675.2;23878;7706;39315;1338;3719.78;2418.29;25440;861;356.75;595;247.31;644;7330.5;12377.91;14853.83;4717.9;5141;2837;12228;1171.35;2673;28437.5
15.05.2015 01:00;4152.6;7611.605;2952;5505.87;5922.96;38010.155;2519.99;653.5;23265;7617.3;36739;1328;3666.39;2284.305;25233;864;365.75;591;237.82;634;7219.75;12375.64;14917.73;4548.1;5176;2778;12312;1162.65;2680;28537.5
15.05.2015 02:00;4428.8;7670.7125;3050;5412.5;5953.7;39559.7925;2553.9;671.6;23014;7783;36001;1368;3717.315;2196.135;25497;887;376.25;572;231.16;642;7262.5;12405.83;14622.58;4437.3;5201;2776;12178;1160.64;2689;27837.5
15.05.2015 03:00;4752.9;7868.6675;3433;5132.25;6106.3;42300.145;2606.42;780.5;23285;8432.7;37331;1432;3921.625;2191.585;26544;1061;396.75;654;229.9;649;7422.5;12627.47;14950.55;4426;5402;2827;12345;1255.36;2782;27276
15.05.2015 04:00;5325.5;8276.345;3737;5335.76;7177.95;47614.155;2907.49;899.8;24684;8904.4;39477;1705;4573.1025;2208.405;29246;1249;402.5;776;268.91;671;8057;13376.25;17481.53;4451.1;5926;3288;13649;1479.35;3110;27360.5
15.05.2015 05:00;5848;8743.8675;3998;5554.37;7656.41;53183.22;3347.4;1000;26585;9172.4;42903;1958;4951.525;2343.43;34751;1371;461.75;883;312.77;757;9219;14330.29;19341.13;4467.6;6332;3852;14656;1472.74;3321;30591
15.05.2015 06:00;6182.9;9323.6275;4078;6076.21;7756.65;57102.4675;3686.27;1030.2;28446;9225.5;46049;2079;5046.4975;2835.7;39094;1420;495.5;932;336.61;785;10395;14891.78;20238.3;5023.8;6430;4134;15390;1549.35;3429;37995
15.05.2015 07:00;6404.7;9862.0525;4035;6641.37;7884.34;58902.305;3842.59;1033.5;29632;9162.8;48330;2133;5132.9775;3314.76;40566;1416;533.5;943;341.21;754;11165;15064.93;20510.73;5834.9;6425;4314;15711;1549.38;3479;42614.5
15.05.2015 08:00;6607.1;10043.1775;4027;6993.34;7829.42;60493.4675;3893.91;1026.8;30482;9155.6;49318;2125;5169.1725;3468.655;40857;1404;542.5;932;343.59;748;11428.5;15104.31;20437.78;6031.2;6395;4320;15361;1699.44;3433;43491
15.05.2015 09:00;6755.7;10274.31;3955;7316.88;7858.38;61346.13;3877.91;1018.7;30903;9107.3;50120;2173;5190.5575;3460.825;41072;1366;557.75;896;349;761;11358.75;14677.99;20643.33;6094.3;6417;4305;15385;1794.86;3416;44135.5
15.05.2015 10:00;6499.2;10242.4275;4038;7569.36;7880.97;60686.5075;3791.62;1043.9;31365;8977.4;51707;2161;5162.1575;3426.29;38799;1376;531;912;346.51;779;11093.25;14256.82;20748.43;6205.9;6474;4311;15246;1765.77;3464;44212
15.05.2015 11:00;6180.6;9889.715;4017;7463.25;7802.29;59342.2975;3743.31;1027.3;31279;8926.2;50125;2109;5087.5575;3465.485;38514;1375;496.5;935;338.4;760;10823.25;14080.16;20470.68;6052.7;6453;4174;15104;1713.9;3417;44269.5
15.05.2015 12:00;6186.5;9632.2025;3974;7246.64;7644.26;57898.9925;3642.59;1012.4;30194;8913.4;48966;2023;5035.6075;3460.17;39384;1329;481.75;924;338.03;744;10617.5;13979.98;20126.75;6061.8;6437;4068;15097;1664.33;3350;43674.5
15.05.2015 13:00;6098.1;9605.1025;3932;7109.1;7689.9;56506.815;3535.32;982.8;29511;8827.4;46913;1974;5058.0325;3409.855;39217;1282;469;905;334.82;797;10513.5;13803.67;19908.4;6243.4;6365;4042;15088;1616;3308;42501
15.05.2015 14:00;6050.1;9530.3625;3895;6983.23;7503.87;55752.78;3551.34;959.9;29336;8751.7;45619;1960;5009.8575;3403.96;39874;1243;460.5;879;330.79;820;10636;13576.53;19655.13;6242;6315;3992;14950;1561.46;3261;41399.5
15.05.2015 15:00;6227.3;9619.2925;3973;6920.64;7346.63;55588.59;3711.16;943.6;29336;8676.3;45362;1946;4915.1675;3458.415;38689;1228;466;874;326.38;822;11071.25;13524.3;19331;6166.9;6277;3981;15085;1533.26;3224;41648.5
15.05.2015 16:00;6234.8;9588.7775;4071;6947.55;7186.19;55024.765;3722.65;920.5;29025;8750.6;46467;1968;4827.645;3499.31;37592;1205;477;846;331.69;808;10915.75;13518.85;19050.28;5890.8;6348;4052;14768;1595.77;3206;42562
15.05.2015 17:00;6067.3;9370.2575;4230;7004.25;7168.54;54185.9075;3484.79;900.4;28773;8684.9;46765;2039;4840.6575;3522.93;37270;1190;483;843;344.99;842;10667.75;13531.94;19238.33;5834.9;6680;4273;14513;1638.28;3272;42172.5
15.05.2015 18:00;5932.1;9241.96;4286;6830.95;7084.87;52427.815;3298.79;879.6;28702;8528.8;45248;2167;4973.0575;3403.74;37110;1179;460.75;830;372.89;903;10380;13381.47;19853.55;5882.2;6980;4654;14047;1450.23;3343;41329
15.05.2015 19:00;5596.3;9140.47;4092;6608.58;6978.68;51965.2525;3244.46;870.5;29540;8745.5;45102;2102;4865.815;3225.855;35788;1158;453;822;372.31;871;10276.5;13317.38;19610.03;5961.1;6580;4541;13921;1357.84;3254;39939.5
15.05.2015 20:00;5385.1;9566.41;3817;6558.68;6548.42;50036.9525;3164.19;811.3;28556;8831.5;47283;2014;4571.09;3136.345;32586;1034;474.5;751;345.6;911;10162.75;13251.82;18123.85;6121.9;6007;4245;13911;1397.2;3072;39307
15.05.2015 21:00;5035.7;9281.115;3444;6440.01;6159.77;46138.69;2905.16;746.1;26622;8367.4;48557;1757;4383.0925;3041.175;30003;938;442.5;658;327.04;859;9513.25;12894.72;16711.9;5753.7;5564;3901;13363;1288;2926;37535
15.05.2015 22:00;4567.1;8678.1525;3183;6052.84;5684.38;42632.235;2706.88;709.8;25303;8024;45209;1541;4123.6775;2802.73;27728;882;409.5;634;296.2;749;8591.75;12442.3;15619.33;5355.1;5289;3491;12760;1183.44;2801;33710.5
15.05.2015 23:00;4340.2;8140.98;3028;5753.42;5515.43;40244.94;2575.12;692.8;23837;7806;42534;1413;3922.325;2561.22;25649;858;393.75;597;261.55;663;7898.75;12169.52;15031.58;4940.4;5139;3110;12545;1121.43;2688;29611
16.05.2015 00:00;4179.6;7882.89;2978;5635.01;5474;38878.2875;2494.93;680.3;22843;7677.2;40582;1347;3682.0125;2410.77;24788;848;382.5;588;243.5;607;7529;12016.83;14611.15;4644.1;5139;2833;12513;1089.06;2609;26772
16.05.2015 01:00;4124.6;7697.5575;2956;5500.44;5466.74;38744.06;2481.61;655.2;22154;7494.1;37798;1306;3610.29;2279.875;24092;838;384.75;574;234.89;577;7329.75;11877.2;14472.58;4429.4;5147;2726;12433;1056.98;2595;26422.5
16.05.2015 02:00;4431.9;7675.1925;2980;5554.85;5453.08;39289.6475;2459.04;641.7;21823;7487.7;36688;1316;3604.4925;2168.03;24108;822;391.25;528;229.68;579;7268.25;11821.55;13963;4331.3;5038;2713;12234;1084.46;2589;25356
16.05.2015 03:00;4583.4;7770.8525;3120;5278.35;5243.67;39465.4725;2456.8;668;21735;7721.7;37106;1327;3588.25;2116.615;24045;883;397;559;223.83;584;7264.25;11700.92;13654.75;4282;5009;2731;12013;1105.13;2562;24491.5
16.05.2015 04:00;4777.1;7926.445;3337;5313.32;5579.76;41357.675;2603.93;719.1;21815;7830.6;37360;1454;3897.765;2115.705;24360;984;357.5;616;250.74;595;7446.25;11850.24;15042.08;4191.4;5294;2995;12157;1215.49;2684;23942
16.05.2015 05:00;5167.5;8282.0025;3638;5349.73;5988.04;45073.32;2932.89;788.8;22012;8089.3;39142;1651;4212.2475;2137.94;27399;1082;368.25;699;290.2;637;8200.5;12299.11;16492.83;4030.1;5620;3500;12644;1338.34;2846;24787.5
16.05.2015 06:00;5498.2;8941.285;3818;5373.58;6376.91;49299.62;3232.59;848.4;23752;8208.6;42015;1794;4402.335;2386.98;30259;1157;387.75;766;322.53;714;9261;12900.84;17766.03;4263.2;5884;3882;13204;1415.8;2982;29101
16.05.2015 07:00;5823.1;9503.005;3800;5711.38;6679.01;52427.945;3442.66;863.7;25879;8228.3;44915;1877;4584.23;2747.645;31905;1185;421.25;795;339.48;747;10334.75;13585.29;18337.48;4646.4;5943;4056;13672;1471.43;3097;33584
16.05.2015 08:00;5862.2;9882.31;3846;5992.97;6852.46;54495.205;3566.94;854.5;27476;8257.8;46320;1892;4669.535;3050.31;31575;1197;449.25;795;341.69;764;10918;13998.06;18467.73;4946.4;5982;4090;13762;1450.78;3128;36817
16.05.2015 09:00;5952.5;10171.4925;3846;6142.54;6957.92;55901.24;3573.9;845.4;27959;8297.8;47061;1928;4704.4575;3118.68;30812;1195;458.25;787;352.28;768;11122;14001.8;18428.53;5185.7;5953;4103;13799;1452.98;3154;38164
16.05.2015 10:00;5438.2;10177.285;3788;6527.75;6769.07;55084.1475;3543.83;839.3;28181;8219.3;48980;1943;4678.2125;3162.785;29979;1184;432.75;781;347.88;778;11083.75;13882.49;18226.2;5339.3;5901;4085;13697;1421.67;3112;38363
16.05.2015 11:00;5254;10049.885;3728;6584.76;6720.96;53615.5775;3503.94;826.6;28319;8156.9;47409;1880;4544.365;3163.76;28818;1151;411.25;765;342.83;814;10842.75;13689.71;17915.65;5398.3;5809;4059;13507;1377.48;3022;38453.5
16.05.2015 12:00;5181.4;9791.2675;3666;6553.11;6524.19;52499.48;3465.88;814.5;27341;8240.8;45577;1780;4468.725;3117.615;27614;1123;415;749;343.08;814;10418.75;13517.93;17263.43;5296.9;5719;3937;13394;1293.85;2949;38165.5
16.05.2015 13:00;5031.5;9704.635;3633;6434;6553.52;51632.1125;3415.77;809.5;26052;8252.9;43367;1730;4447.965;3011.58;27839;1112;416.75;734;336.08;814;10115.5;13468.61;16915.95;5296.5;5744;3830;13468;1234.66;2928;36923
16.05.2015 14:00;5112.2;9615.46;3684;6302.18;6377.74;51392.1725;3479.71;805.1;25408;8413.7;41716;1703;4405.1225;2927.1;28268;1106;421.5;728;330.85;801;9995.5;13457.15;16607.93;5234.1;5785;3779;13396;1240.97;2902;35989
16.05.2015 15:00;5094.1;9611.58;3718;6237.97;6111.29;51683.8725;3775.92;800.4;25223;8522.1;41330;1695;4305.9625;2931.885;28427;1100;432;724;323.17;782;10214.25;13472.95;16502.28;5140.3;5809;3735;13982;1245.96;2888;35755.5
16.05.2015 16:00;5218.1;9511.44;3791;6068.06;6093.11;51978.485;3726.63;796.5;25194;8551.3;42247;1750;4280.27;3033.685;28988;1095;444.25;712;326.38;784;10205.5;13538.9;16575.43;5116.2;5853;3748;13767;1312.33;2869;36867
16.05.2015 17:00;5043.5;9326.9375;3959;5790.57;6161.25;51201.405;3467.72;788;25268;8430.1;43057;1829;4296.615;3079.1;30005;1083;452;715;335.38;801;9993;13611.46;16661.88;5124.3;6096;3921;13897;1248.16;2877;37473.5
16.05.2015 18:00;5066.2;9071.725;4049;5715.63;6146.74;49171.6175;3273.92;783.4;25507;8191.6;41909;1987;4512.075;2994.84;30758;1097;435.5;711;369.06;884;9713.75;13488.73;17261.73;5259.9;6570;4460;13620;1305.91;3021;36929
16.05.2015 19:00;4949.6;8981.7825;3856;5655.6;6155.68;48236.74;3181.54;798.7;26945;8486.9;42084;1987;4550.4875;2860.18;30551;1109;435.25;722;366.4;891;9641.25;13494.63;17243.7;5376.6;6311;4448;13702;1293.3;3022;35794.5
16.05.2015 20:00;4914.4;9263.1425;3595;5884.18;5932.93;46909.265;3150.26;762.3;26941;8574;45134;1933;4231.1725;2802.14;28436;1016;466;672;344.42;892;9721.75;13393.33;16178.63;5639.3;5728;4149;13441;1306.29;2873;35369
16.05.2015 21:00;4557.9;9017.88;3310;5880.77;5542.36;43776.2075;2913.49;707.5;25289;8165.7;47060;1704;4013.0475;2852.025;26540;922;439.5;614;323.77;843;9025.75;13037.32;14860.9;5350.9;5264;3802;12744;1195.94;2731;35336
16.05.2015 22:00;3976.8;8329.5225;3040;5721.8;5314.43;40678.235;2721.48;673.9;23763;7800.6;44103;1480;3724.2275;2626.315;24615;869;407.75;570;291.19;682;8500;12522.04;13843.15;5018.8;5024;4237;12175;1071.27;2619;32443
16.05.2015 23:00;3776.7;7940.4625;2909;5840.24;5202.09;38484.8175;2617.44;659.7;22239;7556.5;41124;1339;3572.87;2488.265;22807;838;388.25;549;261.48;677;7885.25;12222.17;13059.45;4674.3;4823;3885;11866;1033.07;2490;29175
17.05.2015 00:00;3679;7583.8125;2825;5756.52;5224.55;37056.1975;2579.29;650.9;21154;7483.6;39246;1266;3354.01;2336.735;21767;828;376.75;534;243.28;614;7517.5;12072.12;12784.98;4394.9;4765;3602;12215;1017.5;2437;27186.5
17.05.2015 01:00;3513.5;7454.7575;2862;5782.5;5160.42;36854.0825;2625.47;619.4;20462;7335.2;36393;1237;3261.8675;2220.48;21139;823;378.5;523;235.03;578;7329;12006.52;12595.88;4172.6;4767;3431;12148;994.86;2441;25696.5
17.05.2015 02:00;3634.1;7488.5425;2863;5614.75;5110.66;37088.1075;2588.17;614;20175;7250.1;34987;1227;3235.7325;2129.32;21023;805;376;502;227.23;581;7239;11925.75;12113.55;4078.2;4709;3373;12079;1012.16;2394;24544.5
17.05.2015 03:00;3765.2;7441.8175;2945;5365.23;4886.39;36744.32;2552.74;635.6;20130;7330;34760;1187;3194.295;2087.045;20709;840;372.5;528;223.44;509;7080.5;11811.67;11836.33;4020.2;4565;3341;11892;977.44;2365;24002
17.05.2015 04:00;3877.1;7495.5025;3141;5423.68;5030;36877.8775;2650.56;671.8;19988;7366.6;34374;1261;3373.71;2063.845;20075;918;322;582;245.69;620;6985.25;12082.78;12471.23;3949.3;4671;3388;12061;1056.96;2451;23141
17.05.2015 05:00;4270.1;7786.585;3445;5389.81;5434.5;39011.745;2837.07;734.4;19721;7530.4;35386;1417;3686.01;2029;21537;1016;330.75;646;281.68;703;7275.75;12729.81;13372.45;3759.9;4956;3848;12685;1115.31;2609;23331
17.05.2015 06:00;4510.1;8357.13;3679;5406.08;5922.2;42599.6475;3135.56;791.1;20913;7700.7;37599;1554;3950.89;2143.655;23645;1105;355.75;700;343.52;871;7887.25;13543.59;14406.7;3898.1;5147;4113;13300;1252.6;2812;25526
17.05.2015 07:00;4857.3;8869.7825;3711;5373.03;6370.35;45996.255;3331.73;814.6;22671;7810.2;39999;1698;4155.0775;2383.68;25781;1160;372.25;745;375.42;989;8538;13701.44;15294.53;4174;5147;4361;13769;1287.97;3049;29656.5
17.05.2015 08:00;5253.7;9057.695;3744;5646.84;6696.01;48767.8525;3442.29;810.6;24370;7946.3;41789;1795;4280.8325;2632.755;26675;1180;381.25;759;376.3;989;8975.5;13564.67;15768.65;4479.4;5142;4526;14291;1299.91;3136;32654
17.05.2015 09:00;5735.3;9320.42;3752;5895.19;6835.71;51164.9125;3472.48;801.2;25102;7977.8;42856;1850;4327.5675;2826.07;27148;1178;403.75;764;373.47;1012;9266.75;13209.49;16000.48;4708;5146;4644;14567;1345.77;3125;35639
17.05.2015 10:00;5448.7;9337.9975;3685;6162.22;6643.52;50403.3875;3451.93;796.7;25411;7910.6;44884;1815;4271.78;2949.37;27140;1163;408.75;760;367.87;1074;9379.25;12953.02;16009.08;4940.3;5143;4601;14502;1314.91;3030;37023
17.05.2015 11:00;5148.9;8999.7325;3625;6323.68;6587.16;48710.7525;3451.11;796.2;25814;7844;43182;1701;4122.9175;3048.46;25701;1144;382.75;755;377.61;1139;9184.75;12804.99;15975.45;5124.4;5071;4501;14357;1261.51;2899;37092
17.05.2015 12:00;5004.5;8731.065;3584;6197.24;6452.29;47130.2275;3478.56;792.3;25432;7858;40993;1582;4092.5075;3081.395;25227;1119;365;743;370.45;1121;8939.25;12615.75;15650.7;5011.6;5029;4329;14246;1200.84;2851;36915.5
17.05.2015 13:00;4811.9;8537.8;3619;6032.6;6473.87;46176.1075;3384.88;800.4;24359;7886.2;38870;1533;4078.9375;2991.89;24697;1105;359.25;740;375.71;1087;8791.75;12525.04;15366.75;4894.5;4987;4233;14330;1165.17;2822;35796.5
17.05.2015 14:00;4649.3;8473.765;3713;5973.9;6416.97;45824.095;3489.08;814.6;23761;7966.9;37530;1503;4078.9375;2915.925;24431;1106;364.5;739;340.95;897;9009.75;12497.25;15034.55;4793.9;4952;4258;14581;1109.68;2820;35290.5
17.05.2015 15:00;4692.5;8647.95;3832;5882.57;6228.72;46876.625;3739.74;829.6;23487;8008;37407;1512;4014.685;2877.555;24810;1118;385.25;739;335.75;876;9754.75;12543.78;14890.95;4770.9;5135;4219;14870;1161.39;2809;36302
17.05.2015 16:00;4780.6;8876.975;3958;5936.51;6260.67;48549.905;3656.46;842.1;23726;8115.7;39058;1510;4052.6725;2973.12;25672;1131;405.5;739;335.75;870;10000.75;12605.77;15266.68;4784.9;5306;4344;14749;1209.22;2816;36893.5
17.05.2015 17:00;5073.4;8961.1225;4125;5629.84;6394.35;48505.48;3457.33;830;24098;8085.4;41247;1595;4133.06;3025.025;26933;1130;419.5;744;352.63;922;9933.25;12952.84;15772.6;4848.8;5663;4629;14916;1286.39;2889;37696.5
17.05.2015 18:00;5341.4;8910.585;4210;5609.08;6488.56;47482.3675;3312.05;817.3;24692;7916.4;41116;1791;4377.7975;2997.735;28458;1137;417.25;750;385.57;907;9804.5;12793.94;16216;4970;6172;5307;14933;1390.38;3013;37657
